"X","Y","DateTime"
"1015.4","485.2","237273210311"
"877.3","435.5","237273218627"
"746.0","439.4","237273227024"
"630.9","411.3","237273235422"
"547.2","412.1","237273243622"
"477.2","377.4","237273252033"
"458.4","366.2","237273260304"
"454.2","352.9","237273268677"
"462.7","336.2","237273285293"
"461.1","355.8","237273293817"
"461.1","355.9","237273302024"
"453.0","319.9","237273310299"
"447.0","320.9","237273318691"
"462.3","336.0","237273327216"
"450.7","363.9","237273335294"
"475.1","349.3","237273343627"
"470.0","369.4","237273351950"
"460.7","330.7","237273360370"
"450.2","357.4","237273368635"
"450.1","358.9","237273377070"
"454.9","361.2","237273385398"
"473.8","358.4","237273393596"
"477.9","359.7","237273402203"
"460.3","321.1","237273410391"
"400.8","317.7","237273418657"
"350.9","301.0","237273427140"
"302.6","255.5","237273435393"
"298.2","229.8","237273443689"
"281.8","201.4","237273451894"
"286.1","181.9","237273460317"
"286.5","202.9","237273476952"
"282.2","198.2","237273485266"
"273.8","197.5","237273501982"
"280.9","197.5","237273510268"
"286.5","216.9","237273518648"
"295.4","194.5","237273526901"
"301.0","225.6","237273535314"
"305.8","214.9","237273543615"
"301.1","218.0","237273551848"
"280.6","203.5","237273560436"
"239.6","188.4","237273568703"
"180.1","151.4","237273577082"
"67.7","77.3","237273585318"
"-27.3","24.2","237273593645"
"-165.3","-42.7","237273601935"
"-167.1","-40.3","237273610392"
"-158.4","-23.7","237273618644"
"-164.8","-46.4","237273627038"
"-166.0","-46.4","237273635235"
"-237.2","-74.3","237273651983"
"-198.8","-45.7","237273660331"
"-292.1","-127.7","237273676840"
"-282.8","-125.3","237273685361"
"-263.9","-130.4","237273702129"
"-258.7","-121.9","237273710356"
"-259.6","-128.1","237273727054"
"-245.2","-123.6","237273735301"
"-270.3","-130.6","237273752053"
"-267.0","-129.2","237273760444"
"-216.4","-83.6","237273776942"
"-220.2","-82.3","237273785133"
"-229.0","-88.1","237273801883"
"-202.3","-62.8","237273810135"
"-212.9","-65.5","237273826913"
"-210.0","-60.4","237273835228"
"-198.5","-63.5","237273851979"
"-200.5","-60.5","237273860239"
"-212.4","-55.6","237273876984"
"-217.7","-60.3","237273885324"
"-245.1","-94.6","237273901933"
"-244.2","-108.6","237273910280"
"-236.4","-105.6","237273926913"
"-247.3","-109.6","237273935275"
"-241.1","-109.0","237273951945"
"-261.9","-122.0","237273960367"
"-262.9","-121.4","237273976908"
"-275.2","-121.2","237273985328"
"-124.5","-1.7","237274010184"
"169.8","239.4","237274018796"
"190.5","241.0","237274026937"
"235.3","277.2","237274035248"
"299.9","306.1","237274060234"
"318.0","309.5","237274068485"
"299.9","298.9","237274076801"
"307.5","303.4","237274085253"
